station,time,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude,PM2.5_pred
"Jahangirpuri, Delhi - DPCC",2022-01-29,195.90625,311.0833333333333,52.32208333333333,66.63125000000001,78.10166666666667,86.74083333333333,15.274166666666668,1.937083333333333,33.72666666666667,,13.480833333333331,70.31083333333333,0.2895833333333333,194.8066666666667,49.49625,993.6270833333333,13.186666666666667,0.0,0.0,28.73282,77.170633,125.61408196962996
"Jahangirpuri, Delhi - DPCC",2022-01-30,206.57666666666668,287.9791666666667,20.455833333333334,65.17916666666666,51.21958333333333,90.53708333333333,19.30875,1.7395833333333333,40.5375,,11.466666666666667,70.155,0.3870833333333333,243.60958333333335,49.969166666666666,989.1524999999998,13.731249999999998,0.0,0.0,28.73282,77.170633,146.6290575151113
"Jahangirpuri, Delhi - DPCC",2022-01-31,294.98583333333335,413.25,76.26227272727273,70.04375,122.23375,94.35041666666666,12.545,2.3295833333333333,21.36583333333333,,17.559166666666666,85.06500000000001,0.3754166666666667,149.63291666666666,49.94375,988.8487500000001,12.692916666666667,0.0,0.0,28.73282,77.170633,212.4053147041365
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-01,258.875,349.6979166666667,141.44875000000002,88.99125,162.73041666666668,45.768750000000004,8.97,2.6620833333333334,21.35166666666667,4.036666666666666,21.877499999999998,79.6375,1.69625,116.46041666666667,38.093333333333334,998.701,12.539166666666667,0.0,0.0,28.58028,77.233829,237.82871892838284
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-02,268.53125,356.71875,129.74166666666667,88.72375,152.96958333333333,45.829583333333325,7.84875,2.39875,27.61916666666667,4.1125,22.644166666666667,80.29791666666667,1.6783333333333335,115.82291666666667,36.23708333333333,997.7216666666667,12.928333333333335,0.0,0.0,28.58028,77.233829,268.74395070556824
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-03,262.4479166666667,370.8541666666667,169.38166666666666,94.30458333333331,190.5666666666667,42.17666666666667,9.628333333333334,3.15,31.385000000000005,4.0925,22.81458333333333,77.11833333333333,1.7862500000000001,114.92875,36.89541666666667,995.85125,13.56,0.0,0.0,28.58028,77.233829,244.48540045766592
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-04,197.05208333333334,302.25,115.66380952380953,99.66250000000001,159.67545454545453,39.08708333333333,7.570416666666667,3.141666666666667,28.868750000000002,3.7891666666666666,26.86208333333333,70.52166666666666,1.4012499999999999,131.96625,37.445,995.1741666666667,14.997916666666669,0.0,0.0,28.58028,77.233829,216.23040335474974
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-05,259.9479166666667,329.0729166666667,222.2970833333333,95.47708333333333,235.39291666666668,43.70416666666667,8.341666666666667,3.0216666666666665,5.973333333333334,4.515833333333333,33.64333333333334,88.71833333333332,1.6812499999999997,217.52583333333337,12.975833333333332,994.3454166666667,13.897916666666667,0.0,0.0,28.58028,77.233829,268.56380808988877
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-06,115.47916666666667,153.92708333333334,28.573333333333334,72.885,62.07208333333333,35.75416666666666,8.456249999999999,1.7675,13.881666666666666,2.4354166666666663,11.923333333333332,82.52708333333332,2.032083333333333,287.85041666666666,37.82666666666667,993.9949999999999,15.21375,0.0,0.0,28.58028,77.233829,107.5604095137795
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-07,73.375,112.375,21.84166666666667,60.43833333333333,49.964166666666664,30.642083333333336,8.570416666666667,1.46125,20.20416666666667,1.8504166666666666,8.719166666666666,81.74208333333333,2.4975,301.0175,33.335,993.44625,15.812916666666666,0.0,0.0,28.58028,77.233829,70.3110374010374
